calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
2016-11-24,-8.5,-3.5,-13.5,0.0,8.8,,0,0,2.1,,,,,
2016-11-25,-6.1,-0.4,-11.8,0.0,6.8,,0,0,2.0,,,,,
2016-11-26,-2.9,0.6,-6.2,0.0,7.7,,0,0,2.8,,,,,
2016-11-27,-1.2,3.0,-4.3,0.0,1.6,,0,0,1.3,,,,,
2016-11-28,-1.4,3.6,-6.3,0.0,6.7,,0,0,1.7,,,,,
2016-11-29,-3.0,2.6,-9.3,0.0,5.7,,0,0,1.5,,,,,
2016-11-30,-4.9,-0.1,-10.5,0.0,6.9,,0,0,1.3,,,,,
2016-12-01,-0.5,3.2,-4.1,0.5,0.0,,0,0,1.9,,,,,
2016-12-02,-1.7,2.3,-4.4,0.5,2.5,,3,3,5.1,,,,,
2016-12-03,0.8,3.1,-2.8,0.0,8.2,,1,0,4.2,,,,,
2016-12-04,3.0,7.3,-2.6,0.0,4.6,,0,0,2.0,,,,,
2016-12-05,2.5,5.6,-0.4,5.0,0.3,,0,0,1.3,,,,,
2016-12-06,-2.6,0.5,-8.7,12.0,1.7,,10,10,2.8,,,,,
2016-12-07,-7.5,-4.8,-9.6,0.0,7.3,,9,0,3.3,,,,,
2016-12-08,-5.6,-3.0,-9.9,0.0,6.6,,7,0,3.3,,,,,
2016-12-09,-2.8,-0.1,-8.1,3.0,0.0,,12,6,2.1,,,,,
2016-12-10,-6.5,-2.3,-15.0,0.0,1.6,,11,0,1.6,,,,,
2016-12-11,-11.1,-4.8,-16.1,0.0,8.1,,10,0,1.4,,,,,
2016-12-12,-9.2,-2.9,-16.0,0.0,8.3,,10,0,1.5,,,,,
2016-12-13,-7.3,-3.2,-11.4,2.5,0.7,,14,4,1.6,,,,,
2016-12-14,-6.1,-2.5,-11.4,0.0,0.0,,14,1,1.7,,,,,
2016-12-15,-9.5,-5.5,-15.0,0.0,8.1,,14,1,1.4,,,,,
2016-12-16,-10.3,-4.0,-15.1,0.0,8.2,,14,1,1.3,,,,,
2016-12-17,-8.0,-3.5,-16.5,0.0,5.3,,13,0,2.1,,,,,
2016-12-18,0.6,4.2,-4.3,0.0,7.0,,13,0,5.6,,,,,
2016-12-19,-3.6,1.4,-8.9,0.0,8.0,,8,0,1.6,,,,,
2016-12-20,-4.2,1.1,-9.5,0.0,7.2,,8,0,1.5,,,,,
2016-12-21,-3.6,0.5,-7.8,0.0,3.8,,8,1,1.8,,,,,
2016-12-22,-3.9,-2.9,-6.9,20.0,0.0,,31,24,1.7,,,,,
2016-12-23,-3.6,-1.9,-5.7,8.0,0.0,,42,11,4.2,,,,,
2016-12-24,-9.8,-5.6,-16.6,0.0,8.2,,39,0,2.5,,,,,
2016-12-25,-8.6,-1.4,-17.5,0.0,7.5,,36,1,2.1,,,,,
2016-12-26,-1.9,2.7,-7.2,0.0,1.4,,34,0,2.5,,,,,
2016-12-27,-5.4,0.4,-11.5,0.0,0.0,,32,0,3.2,,,,,
2016-12-28,-12.4,-7.8,-17.2,0.0,8.3,,30,0,1.6,,,,,
2016-12-29,-8.6,-4.0,-15.7,2.0,2.9,,33,4,1.9,,,,,
2016-12-30,-9.0,-3.0,-18.5,0.0,8.1,,32,1,2.4,,,,,
2016-12-31,-6.9,-2.7,-12.6,0.0,8.2,,30,0,1.9,,,,,
2017-01-01,-9.6,-4.9,-15.0,0.0,7.6,,29,0,1.8,,,,,
2017-01-02,-5.2,-0.1,-10.0,0.0,6.7,,29,0,2.0,,,,,
2017-01-03,-6.2,-1.4,-10.0,0.0,6.0,,28,0,1.8,,,,,
2017-01-04,-5.6,-2.3,-8.6,0.0,3.9,,28,0,1.7,,,,,
2017-01-05,-7.8,-4.7,-15.2,0.0,5.6,,28,1,1.5,,,,,
2017-01-06,-11.3,-5.1,-18.0,0.0,8.3,,28,1,1.5,,,,,
2017-01-07,-7.1,0.5,-15.0,0.0,7.4,,27,0,1.5,,,,,
2017-01-08,-9.5,-4.1,-15.1,0.0,8.4,,27,0,1.4,,,,,
2017-01-09,-5.6,-2.8,-11.0,4.0,0.0,,35,8,1.3,,,,,
2017-01-10,-6.8,-2.9,-15.3,0.5,5.3,,35,0,2.2,,,,,
2017-01-11,-12.1,-9.2,-17.6,0.0,7.4,,33,0,3.0,,,,,
2017-01-12,-12.3,-9.0,-18.7,0.0,7.3,,32,0,2.6,,,,,
2017-01-13,-13.5,-7.4,-20.5,0.0,8.1,,31,0,1.9,,,,,
2017-01-14,-12.3,-6.4,-17.4,0.0,8.4,,31,0,2.0,,,,,
2017-01-15,-10.2,-3.9,-17.5,0.0,6.7,,31,0,1.5,,,,,
2017-01-16,-3.0,-0.3,-7.1,0.0,2.4,,32,1,3.8,,,,,
2017-01-17,-4.9,-1.9,-7.9,0.0,8.1,,30,0,1.5,,,,,
2017-01-18,-7.1,-3.6,-11.1,0.0,4.1,,30,0,1.4,,,,,
2017-01-19,-7.2,-4.9,-12.0,1.5,1.4,,34,4,1.5,,,,,
2017-01-20,-8.7,-4.3,-12.1,0.0,7.9,,33,0,2.2,,,,,
2017-01-21,-8.5,-4.4,-12.8,0.0,6.7,,33,0,1.7,,,,,
2017-01-22,-8.6,-5.4,-14.5,2.0,0.0,,37,5,2.3,,,,,
2017-01-23,-8.1,-5.5,-14.0,0.0,4.2,,35,0,4.5,,,,,
2017-01-24,-14.6,-8.5,-20.0,0.0,8.8,,29,0,1.6,,,,,
2017-01-25,-13.6,-8.7,-19.8,0.0,9.0,,30,2,1.7,,,,,
2017-01-26,-9.1,-2.3,-17.2,0.0,8.8,,30,1,1.6,,,,,
2017-01-27,-4.0,0.4,-11.6,1.0,0.2,,32,3,2.3,,,,,
2017-01-28,-6.8,-5.5,-8.2,0.0,3.5,,30,0,5.5,,,,,
2017-01-29,-5.7,-2.5,-8.9,0.0,8.3,,29,0,2.3,,,,,
2017-01-30,-6.7,-4.0,-9.9,0.0,0.0,,30,1,2.2,,,,,
2017-01-31,-11.3,-5.1,-18.1,0.0,9.1,,30,0,1.4,,,,,
2017-02-01,-7.8,-2.8,-16.9,0.0,8.0,,31,3,2.4,,,,,
2017-02-02,-10.4,-6.6,-16.9,0.0,4.3,,31,1,2.0,,,,,
2017-02-03,-13.4,-6.4,-20.5,0.0,9.5,,30,0,1.4,,,,,
2017-02-04,-8.0,-0.1,-15.6,0.0,9.2,,30,0,1.6,,,,,
2017-02-05,-6.8,-2.5,-14.1,0.0,8.5,,30,0,1.5,,,,,
2017-02-06,-3.9,-2.3,-5.5,0.5,0.0,,32,2,2.8,,,,,
2017-02-07,-8.0,-4.6,-14.2,0.0,8.2,,31,0,1.7,,,,,
2017-02-08,-7.6,0.0,-15.3,0.0,9.2,,31,0,2.2,,,,,
2017-02-09,-6.9,-1.2,-12.4,0.0,8.9,,31,1,2.0,,,,,
2017-02-10,-6.9,-2.0,-10.7,0.0,8.1,,31,0,1.7,,,,,
2017-02-11,-4.9,-0.8,-10.6,0.0,3.7,,31,0,1.2,,,,,
2017-02-12,-2.0,2.0,-5.2,0.0,1.2,,31,0,1.4,,,,,
2017-02-13,-2.5,2.0,-6.0,0.0,3.7,,30,0,1.2,,,,,
2017-02-14,-4.5,-1.9,-6.8,0.5,0.1,,30,0,0.8,,,,,
2017-02-15,-5.9,0.5,-10.4,0.0,9.1,,30,1,1.9,,,,,
2017-02-16,-4.4,-0.3,-11.5,0.0,6.0,,30,0,1.5,,,,,
2017-02-17,0.7,6.1,-6.0,1.5,0.0,,30,0,3.1,,,,,
2017-02-18,-7.6,-4.7,-10.0,0.0,5.0,,24,0,3.8,,,,,
2017-02-19,-8.3,-2.2,-17.4,0.0,9.7,,22,0,2.4,,,,,
2017-02-20,-8.0,-3.8,-15.6,2.5,2.6,,25,3,2.0,,,,,
2017-02-21,-8.3,-3.5,-13.4,0.0,9.9,,25,0,2.4,,,,,
2017-02-22,-6.8,-1.0,-15.2,0.0,7.9,,24,0,2.1,,,,,
2017-02-23,-3.7,-0.7,-9.1,5.5,0.0,,34,10,1.1,,,,,
2017-02-24,-2.9,1.1,-8.0,0.0,6.0,,33,0,3.2,,,,,
2017-02-25,-5.5,-1.6,-12.8,0.0,5.9,,31,0,2.0,,,,,
2017-02-26,-6.6,-3.6,-14.2,0.5,9.2,,34,3,3.0,,,,,
2017-02-27,-9.7,-2.6,-15.9,0.0,10.6,,29,0,2.1,,,,,
2017-02-28,-7.8,-2.0,-14.7,0.0,10.5,,29,0,1.6,,,,,
2017-03-01,-3.6,2.2,-10.4,0.0,8.0,,29,0,1.6,,,,,
2017-03-02,-0.6,1.7,-5.1,0.0,0.7,,29,1,1.1,,,,,
2017-03-03,-0.6,4.3,-5.9,0.0,4.5,,28,0,3.2,,,,,
2017-03-04,-4.9,-1.0,-7.5,0.0,8.4,,27,1,4.0,,,,,
2017-03-05,-5.1,-1.8,-8.6,0.0,6.3,,27,0,4.6,,,,,
2017-03-06,-3.4,0.7,-7.2,1.5,9.6,,28,2,2.0,,,,,
2017-03-07,-4.5,-0.9,-8.9,1.5,2.1,,30,2,1.8,,,,,
2017-03-08,-4.8,0.5,-11.3,0.0,7.4,,28,0,2.2,,,,,
2017-03-09,-3.9,0.9,-10.8,0.0,9.5,,28,1,1.9,,,,,
2017-03-10,-2.9,0.9,-6.5,0.5,3.0,,29,2,1.4,,,,,
2017-03-11,-4.1,1.2,-10.2,0.0,8.3,,29,1,1.6,,,,,
2017-03-12,-4.4,1.3,-10.3,0.0,10.8,,27,0,1.4,,,,,
2017-03-13,-3.7,1.0,-8.0,0.0,10.9,,26,0,1.8,,,,,
2017-03-14,-4.3,1.6,-10.3,0.0,10.4,,26,0,1.4,,,,,
2017-03-15,-4.8,0.9,-10.1,0.0,10.9,,26,0,1.2,,,,,
2017-03-16,-2.2,3.9,-9.8,0.0,1.3,,26,0,1.7,,,,,
2017-03-17,-1.3,3.8,-6.0,0.0,7.5,,26,0,1.3,,,,,
2017-03-18,-2.5,4.2,-9.5,0.0,9.8,,24,0,1.8,,,,,
2017-03-19,0.2,5.7,-5.4,0.0,8.4,,23,0,1.4,,,,,
2017-03-20,1.6,7.7,-4.3,0.0,10.2,,20,0,1.9,,,,,
2017-03-21,-1.3,2.8,-6.4,2.0,1.6,,19,2,1.5,,,,,
2017-03-22,0.4,5.8,-4.2,5.0,6.2,,24,7,2.1,,,,,
2017-03-23,-2.1,2.7,-6.7,0.0,6.5,,17,0,1.6,,,,,
2017-03-24,-3.0,1.5,-8.2,0.0,7.6,,16,0,1.4,,,,,
2017-03-25,-0.7,4.4,-6.4,0.0,9.6,,15,0,1.8,,,,,
2017-03-26,-0.3,5.4,-5.8,0.0,10.5,,11,1,2.0,,,,,
2017-03-27,0.2,5.2,-4.6,0.0,9.3,,9,0,1.3,,,,,
2017-03-28,-0.2,6.5,-5.1,0.0,8.5,,4,0,1.9,,,,,
2017-03-29,0.3,6.0,-6.0,0.0,7.6,,0,0,2.4,,,,,
2017-03-30,-2.1,0.5,-5.2,2.0,0.3,,1,1,1.4,,,,,
2017-03-31,-2.5,0.0,-7.2,0.5,0.6,,2,1,1.2,,,,,
2017-04-01,-1.0,4.0,-4.6,0.0,7.5,,0,0,1.7,,,,,
2017-04-02,0.0,5.7,-3.1,0.0,2.9,,0,0,1.5,,,,,
2017-04-03,2.4,7.6,-2.8,0.0,3.5,,0,0,1.2,,,,,
2017-04-04,4.9,13.0,-1.2,0.0,7.8,,0,0,1.7,,,,,
2017-04-05,8.2,15.6,-1.8,0.0,11.5,,0,0,3.4,,,,,
2017-04-06,13.3,19.2,8.0,0.0,8.7,,0,0,2.8,,,,,
2017-04-07,7.8,16.1,-0.8,1.5,6.8,,0,0,2.5,,,,,
2017-04-08,0.9,5.2,-1.8,0.0,1.0,,0,0,1.7,,,,,
2017-04-09,3.3,10.4,-1.7,0.0,5.6,,0,0,2.3,,,,,
2017-04-10,3.4,9.3,-2.0,0.0,12.3,,0,0,2.5,,,,,
2017-04-11,2.5,8.7,-4.5,7.5,8.0,,0,0,2.3,,,,,
2017-04-12,0.5,5.6,-1.9,17.5,4.1,,8,9,2.2,,,,,
2017-04-13,-2.1,0.4,-4.2,4.0,4.5,,9,11,4.0,,,,,
2017-04-14,7.8,13.5,-1.0,0.0,11.4,,5,0,5.5,,,,,
2017-04-15,12.1,16.1,7.4,0.0,9.9,,0,0,4.6,,,,,
2017-04-16,11.7,17.2,4.4,0.0,11.6,,0,0,3.8,,,,,
2017-04-17,7.3,13.1,1.1,0.0,10.4,,0,0,2.6,,,,,
2017-04-18,1.8,4.7,0.3,24.0,0.0,,5,5,1.8,,,,,
2017-04-19,3.9,10.8,0.0,0.0,3.9,,2,0,2.4,,,,,
2017-04-20,3.4,9.1,-0.6,0.0,7.8,,0,0,1.8,,,,,
2017-04-21,2.7,8.8,-3.3,0.0,7.7,,0,0,1.4,,,,,
2017-04-22,0.0,1.8,-1.1,11.0,0.0,,7,7,0.7,,,,,
2017-04-23,0.9,4.2,-1.0,2.0,0.1,,7,1,,,,,,
2017-04-24,3.8,11.6,-0.4,0.0,8.0,,0,0,1.4,,,,,
2017-04-25,7.3,15.3,-2.3,3.0,7.5,,0,0,1.4,,,,,
2017-04-26,8.7,13.8,2.9,0.0,5.0,,0,0,2.1,,,,,
2017-04-27,6.1,11.6,0.9,1.5,6.9,,0,0,2.4,,,,,
2017-04-28,7.4,13.2,0.1,0.0,11.5,,0,0,2.7,,,,,
2017-04-29,8.4,15.5,3.2,0.0,6.7,,0,0,2.5,,,,,
2017-04-30,8.8,15.6,2.3,0.0,8.7,,0,0,2.7,,,,,
2017-05-01,8.9,15.3,3.0,0.0,11.3,,0,0,3.2,,,,,
2017-05-02,7.7,17.3,-0.2,0.0,12.3,,0,0,1.8,,,,,
2017-05-03,14.7,25.7,2.3,0.0,11.8,,0,0,2.3,,,,,
2017-05-04,17.3,27.3,5.3,0.0,13.2,,0,0,2.8,,,,,
2017-05-05,17.6,25.2,8.9,0.0,7.4,,0,0,2.4,,,,,
2017-05-06,14.0,20.6,6.8,0.0,2.7,,0,0,2.6,,,,,
2017-05-07,9.6,15.0,0.7,0.0,7.2,,0,0,3.5,,,,,
2017-05-08,7.6,11.9,2.5,0.5,6.3,,0,0,2.7,,,,,
2017-05-09,10.5,18.2,0.6,0.0,13.3,,0,0,2.4,,,,,
2017-05-10,11.8,19.3,5.6,6.5,8.3,,0,0,2.4,,,,,
2017-05-11,10.0,11.6,7.8,18.0,0.0,,0,0,1.4,,,,,
2017-05-12,10.0,14.9,5.6,0.0,3.7,,0,0,1.6,,,,,
2017-05-13,5.7,10.4,3.0,0.0,1.3,,0,0,1.7,,,,,
2017-05-14,4.0,8.0,1.7,0.0,2.1,,0,0,1.9,,,,,
2017-05-15,3.6,5.2,2.6,3.5,0.0,,0,0,1.4,,,,,
2017-05-16,6.5,9.1,3.8,6.5,0.0,,0,0,1.1,,,,,
2017-05-17,11.4,19.8,5.8,0.0,9.2,,0,0,1.6,,,,,
2017-05-18,16.8,26.0,6.3,0.0,13.4,,0,0,2.3,,,,,
2017-05-19,19.2,27.2,8.9,0.0,13.6,,0,0,3.3,,,,,
2017-05-20,21.3,30.8,12.1,0.0,12.0,,0,0,2.8,,,,,
2017-05-21,15.5,22.5,8.6,0.0,9.9,,0,0,1.9,,,,,
2017-05-22,12.2,14.3,10.1,0.0,0.0,,0,0,1.2,,,,,
2017-05-23,11.0,14.8,6.9,0.5,0.0,,0,0,1.4,,,,,
2017-05-24,10.6,14.3,6.8,2.5,0.0,,0,0,1.0,,,,,
2017-05-25,13.8,16.4,11.3,3.5,0.6,,0,0,1.1,,,,,
2017-05-26,13.6,17.2,10.1,0.0,0.0,,0,0,1.3,,,,,
2017-05-27,11.1,13.2,8.9,31.5,0.0,,0,0,0.9,,,,,
2017-05-28,10.9,16.3,7.0,10.0,2.0,,0,0,2.0,,,,,
2017-05-29,18.2,25.0,10.5,1.0,11.4,,0,0,2.9,,,,,
2017-05-30,18.9,26.0,12.1,0.0,10.8,,0,0,2.4,,,,,
2017-05-31,17.1,25.7,9.8,1.0,11.6,,0,0,2.1,,,,,
