calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
2016-12-01,11.5,16.1,6.5,0.5,2.6,,0,0,2.0,,,,,
2016-12-02,7.6,13.2,2.0,0.5,7.4,,0,0,0.7,,,,,
2016-12-03,7.0,16.6,1.5,0.0,6.6,,0,0,0.6,,,,,
2016-12-04,9.6,17.0,1.8,9.5,4.1,,0,0,0.8,,,,,
2016-12-05,11.1,17.0,7.7,0.0,4.5,,0,0,0.7,,,,,
2016-12-06,6.8,9.9,4.5,3.0,0.1,,0,0,1.4,,,,,
2016-12-07,5.9,12.2,1.5,0.0,4.9,,0,0,1.1,,,,,
2016-12-08,5.8,11.9,1.9,2.5,6.3,,0,0,0.8,,,,,
2016-12-09,7.9,15.1,1.6,0.0,6.9,,0,0,1.8,,,,,
2016-12-10,5.2,9.2,2.9,4.5,0.3,,0,0,1.7,,,,,
2016-12-11,4.8,7.7,3.6,1.0,1.0,,0,0,1.3,,,,,
2016-12-12,5.6,10.0,2.0,0.0,3.7,,0,0,1.4,,,,,
2016-12-13,7.1,8.3,5.5,33.5,0.0,,0,0,0.5,,,,,
2016-12-14,5.2,9.9,1.9,18.5,0.0,,0,0,3.3,,,,,
2016-12-15,3.0,6.3,0.6,3.0,2.4,,0,0,0.8,,,,,
2016-12-16,1.7,4.9,-0.1,12.5,3.9,,0,0,2.1,,,,,
2016-12-17,3.9,9.7,-0.2,0.0,2.9,,0,0,1.6,,,,,
2016-12-18,5.0,13.9,0.8,0.0,6.2,,0,0,0.7,,,,,
2016-12-19,6.2,16.0,0.7,0.0,4.8,,0,0,0.6,,,,,
2016-12-20,7.8,12.0,4.5,0.0,0.2,,0,0,0.5,,,,,
2016-12-21,8.1,15.4,4.7,0.0,3.9,,0,0,1.0,,,,,
2016-12-22,16.6,19.9,12.4,6.5,0.0,,0,0,4.5,,,,,
2016-12-23,7.8,12.5,3.6,2.0,2.4,,0,0,1.9,,,,,
2016-12-24,5.0,8.8,2.8,7.0,2.1,,0,0,0.9,,,,,
2016-12-25,4.7,10.3,1.0,0.0,5.0,,0,0,1.0,,,,,
2016-12-26,6.1,12.6,0.5,2.5,0.0,,0,0,1.5,,,,,
2016-12-27,8.1,13.9,1.4,42.5,0.0,,0,0,4.0,,,,,
2016-12-28,1.6,3.8,-0.2,3.5,0.7,,0,0,1.9,,,,,
2016-12-29,2.9,8.0,-1.3,1.5,3.3,,0,0,1.7,,,,,
2016-12-30,2.3,4.6,0.4,9.0,0.0,,0,0,0.8,,,,,
2016-12-31,3.6,10.7,-0.3,0.0,5.9,,0,0,1.4,,,,,
2017-01-01,3.7,12.2,-0.6,0.0,5.9,,0,0,0.8,,,,,
2017-01-02,5.1,14.3,-0.5,0.0,3.8,,0,0,1.3,,,,,
2017-01-03,4.9,10.0,1.6,2.0,0.5,,0,0,0.8,,,,,
2017-01-04,4.6,9.9,0.8,0.5,0.8,,0,0,1.0,,,,,
2017-01-05,5.6,7.4,4.3,0.0,1.9,,0,0,3.1,,,,,
2017-01-06,5.0,8.2,0.3,0.0,1.1,,0,0,2.0,,,,,
2017-01-07,3.1,10.4,-3.0,0.0,6.6,,0,0,0.5,,,,,
2017-01-08,3.8,6.0,1.2,4.0,0.0,,0,0,0.3,,,,,
2017-01-09,5.5,9.0,2.8,11.0,0.9,,0,0,1.2,,,,,
2017-01-10,6.9,11.8,4.2,1.0,6.9,,0,0,1.9,,,,,
2017-01-11,3.1,6.0,1.3,2.5,1.1,,0,0,1.5,,,,,
2017-01-12,2.7,7.4,-0.2,0.0,2.3,,0,0,1.0,,,,,
2017-01-13,0.9,6.0,-1.9,6.0,3.2,,4,4,1.8,,,,,
2017-01-14,-1.0,0.5,-3.6,36.0,0.0,,39,39,,,,,,
2017-01-15,-0.8,1.7,-3.6,23.5,1.0,,51,20,1.6,,,,,
2017-01-16,0.8,3.6,-1.2,14.5,3.3,,52,4,,,,,,
2017-01-17,0.6,4.1,-2.4,1.5,1.5,,35,3,,,,,,
2017-01-18,0.7,7.6,-4.2,0.0,6.7,,29,0,0.9,,,,,
2017-01-19,1.4,5.1,-1.0,0.0,2.2,,24,1,1.0,,,,,
2017-01-20,2.2,6.5,-1.9,9.0,5.5,,19,3,2.9,,,,,
2017-01-21,1.7,4.5,-2.0,3.5,2.4,,15,4,1.9,,,,,
2017-01-22,0.8,5.9,-3.7,0.0,2.5,,13,5,1.7,,,,,
2017-01-23,-1.0,0.0,-3.8,31.0,0.0,,50,41,,,,,,
2017-01-24,-0.5,2.5,-2.5,12.5,1.3,,57,14,,,,,,
2017-01-25,-1.0,4.1,-7.0,1.0,3.1,,46,1,0.8,,,,,
2017-01-26,-0.8,6.9,-4.7,0.0,9.0,,34,5,0.5,,,,,
2017-01-27,2.8,9.8,-3.7,0.0,1.7,,29,0,1.8,,,,,
2017-01-28,1.2,10.0,-1.8,0.0,6.7,,23,1,0.5,,,,,
2017-01-29,0.9,4.7,-4.3,4.5,1.0,,19,4,0.7,,,,,
2017-01-30,3.8,8.0,1.1,5.5,1.5,,18,8,2.0,,,,,
2017-01-31,1.0,3.7,-3.5,0.5,0.0,,11,0,1.6,,,,,
2017-02-01,1.0,7.7,-4.6,2.0,1.1,,11,4,1.8,,,,,
2017-02-02,1.8,5.5,-1.1,2.5,1.7,,9,9,1.6,,,,,
2017-02-03,2.5,7.8,-0.9,0.0,1.7,,7,1,0.6,,,,,
2017-02-04,3.3,11.9,-0.4,0.0,7.1,,5,1,0.8,,,,,
2017-02-05,4.4,7.7,0.4,7.0,0.0,,0,0,0.9,,,,,
2017-02-06,2.9,5.8,1.2,22.0,0.3,,0,0,1.9,,,,,
2017-02-07,2.1,3.9,0.7,0.5,0.0,,0,0,2.2,,,,,
2017-02-08,2.0,6.6,-0.5,0.0,1.8,,0,0,0.7,,,,,
2017-02-09,2.9,7.2,-1.6,0.5,0.4,,0,0,1.5,,,,,
2017-02-10,-0.3,0.9,-2.0,23.5,1.3,,26,34,1.9,,,,,
2017-02-11,-1.3,1.4,-8.2,13.0,1.7,,30,15,,,,,,
2017-02-12,0.1,3.9,-4.1,7.0,3.5,,38,9,,,,,,
2017-02-13,0.7,4.2,-1.7,3.5,0.5,,23,3,,,,,,
2017-02-14,0.5,3.1,-1.9,8.5,1.3,,17,7,1.1,,,,,
2017-02-15,1.3,7.2,-1.6,0.0,2.4,,13,1,,,,,,
2017-02-16,3.2,14.1,-3.8,0.0,8.7,,10,1,1.1,,,,,
2017-02-17,5.4,13.9,0.7,0.5,0.0,,5,0,2.0,,,,,
2017-02-18,4.8,9.2,0.9,4.0,2.7,,0,0,1.5,,,,,
2017-02-19,3.7,9.6,0.0,5.5,7.3,,0,0,1.5,,,,,
2017-02-20,6.4,13.5,1.5,8.0,0.3,,0,0,2.7,,,,,
2017-02-21,1.7,4.5,-0.6,2.0,2.1,,0,0,3.4,,,,,
2017-02-22,4.2,10.4,-2.5,1.5,4.2,,0,0,2.0,,,,,
2017-02-23,9.2,14.0,3.0,15.0,0.3,,0,0,3.1,,,,,
2017-02-24,2.3,6.5,-0.1,3.5,3.5,,0,0,1.4,,,,,
2017-02-25,3.4,9.9,-1.3,0.0,5.8,,0,0,1.3,,,,,
2017-02-26,3.9,10.5,-1.6,0.5,4.1,,0,0,1.7,,,,,
2017-02-27,3.2,6.5,-0.9,0.0,1.7,,0,0,2.3,,,,,
2017-02-28,2.0,9.1,-2.4,0.0,2.7,,0,0,0.7,,,,,
2017-03-01,3.4,12.4,-3.4,0.0,3.9,,0,0,0.7,,,,,
2017-03-02,5.8,14.3,-1.2,5.5,3.7,,0,0,1.9,,,,,
2017-03-03,4.7,8.8,-0.8,2.5,2.1,,0,0,1.5,,,,,
2017-03-04,5.0,15.2,-0.9,0.0,7.1,,0,0,0.9,,,,,
2017-03-05,6.4,15.4,-0.2,0.0,4.4,,0,0,0.9,,,,,
2017-03-06,6.1,13.2,2.6,3.5,0.1,,0,0,1.5,,,,,
2017-03-07,2.1,5.2,-0.9,4.5,1.8,,0,0,1.7,,,,,
2017-03-08,2.1,8.5,-2.4,0.0,7.4,,0,0,2.0,,,,,
2017-03-09,3.5,9.9,-2.8,0.0,5.4,,0,0,1.8,,,,,
2017-03-10,4.2,8.1,0.0,8.0,2.6,,0,0,1.3,,,,,
2017-03-11,4.2,8.5,0.2,1.0,3.4,,0,0,1.4,,,,,
2017-03-12,5.5,15.2,-0.9,0.0,8.6,,0,0,1.2,,,,,
2017-03-13,8.1,17.4,2.2,1.5,2.8,,0,0,1.8,,,,,
2017-03-14,6.4,9.4,2.7,1.0,1.1,,0,0,2.4,,,,,
2017-03-15,4.0,6.9,1.2,20.5,0.7,,0,0,2.3,,,,,
2017-03-16,5.0,9.4,2.6,1.5,2.1,,0,0,1.4,,,,,
2017-03-17,4.9,12.5,-0.3,0.0,6.8,,0,0,1.8,,,,,
2017-03-18,4.8,13.6,-2.4,0.0,5.5,,0,0,0.8,,,,,
2017-03-19,7.1,16.3,-1.5,0.0,8.6,,0,0,1.4,,,,,
2017-03-20,9.0,16.9,0.4,1.0,6.1,,0,0,1.3,,,,,
2017-03-21,7.3,9.4,5.8,23.0,0.0,,0,0,2.6,,,,,
2017-03-22,6.3,11.2,1.6,0.5,4.9,,0,0,1.9,,,,,
2017-03-23,6.4,13.7,0.5,0.0,4.2,,0,0,1.2,,,,,
2017-03-24,5.5,9.2,1.1,2.0,5.0,,0,0,2.6,,,,,
2017-03-25,5.7,12.3,0.3,0.0,7.7,,0,0,1.5,,,,,
2017-03-26,5.5,13.8,-1.6,0.5,3.7,,0,0,1.2,,,,,
2017-03-27,6.7,11.5,1.3,0.0,4.6,,0,0,2.1,,,,,
2017-03-28,5.8,13.9,-0.9,0.0,5.3,,0,0,1.3,,,,,
2017-03-29,8.0,15.2,0.7,0.0,4.0,,0,0,1.2,,,,,
2017-03-30,10.8,18.7,2.7,0.0,7.5,,0,0,1.9,,,,,
2017-03-31,5.5,8.7,3.7,15.5,0.0,,0,0,1.1,,,,,
2017-04-01,6.4,11.5,1.5,0.0,5.8,,0,0,2.4,,,,,
2017-04-02,5.4,13.8,-0.8,0.0,8.9,,0,0,1.8,,,,,
2017-04-03,8.7,19.1,-1.6,0.0,10.4,,0,0,1.9,,,,,
2017-04-04,10.7,21.1,1.4,0.0,10.5,,0,0,1.2,,,,,
2017-04-05,13.4,20.0,3.4,0.0,5.3,,0,0,2.9,,,,,
2017-04-06,16.3,18.5,14.0,2.5,0.0,,0,0,4.3,,,,,
2017-04-07,17.3,20.0,14.5,2.0,0.3,,0,0,2.0,,,,,
2017-04-08,18.5,25.6,14.0,0.0,2.5,,0,0,1.8,,,,,
2017-04-09,11.7,16.2,6.8,2.0,0.0,,0,0,2.7,,,,,
2017-04-10,10.5,15.0,4.3,0.0,2.6,,0,0,1.3,,,,,
2017-04-11,12.0,13.4,10.0,10.5,0.0,,0,0,1.4,,,,,
2017-04-12,9.1,12.6,2.6,1.5,0.2,,0,0,2.2,,,,,
2017-04-13,9.1,17.9,1.4,0.0,9.4,,0,0,1.7,,,,,
2017-04-14,13.2,24.3,2.7,0.0,10.9,,0,0,1.8,,,,,
2017-04-15,14.3,22.4,6.9,9.0,2.9,,0,0,2.1,,,,,
2017-04-16,16.7,26.3,10.2,0.0,5.6,,0,0,1.2,,,,,
2017-04-17,16.4,21.3,9.4,44.0,0.6,,0,0,2.1,,,,,
2017-04-18,15.2,19.7,10.0,11.5,5.5,,0,0,2.6,,,,,
2017-04-19,13.0,17.7,6.4,0.5,7.2,,0,0,3.1,,,,,
2017-04-20,11.9,19.6,3.9,0.0,4.7,,0,0,0.9,,,,,
2017-04-21,13.8,21.1,8.7,0.0,3.8,,0,0,1.3,,,,,
2017-04-22,11.3,16.7,5.3,0.0,8.8,,0,0,2.5,,,,,
2017-04-23,10.2,18.2,2.9,0.0,11.5,,0,0,1.9,,,,,
2017-04-24,14.4,23.1,2.3,0.0,11.3,,0,0,3.0,,,,,
2017-04-25,18.0,22.8,14.2,0.0,6.8,,0,0,3.9,,,,,
2017-04-26,15.1,17.1,11.5,11.5,0.0,,0,0,2.1,,,,,
2017-04-27,12.2,17.4,6.1,1.0,7.6,,0,0,2.3,,,,,
2017-04-28,13.0,21.2,2.4,0.0,6.6,,0,0,1.5,,,,,
2017-04-29,14.7,21.3,7.2,0.5,7.3,,0,0,2.7,,,,,
2017-04-30,17.2,28.4,4.4,0.0,12.1,,0,0,2.6,,,,,
2017-05-01,14.3,21.5,6.9,0.0,4.9,,0,0,1.8,,,,,
2017-05-02,12.7,22.0,5.5,0.0,10.6,,0,0,1.8,,,,,
2017-05-03,16.3,24.8,6.4,0.0,5.7,,0,0,3.2,,,,,
2017-05-04,19.0,27.6,8.3,0.0,11.2,,0,0,2.5,,,,,
2017-05-05,20.6,28.0,13.7,0.0,3.3,,0,0,1.8,,,,,
2017-05-06,17.6,22.8,12.4,2.5,1.3,,0,0,1.4,,,,,
2017-05-07,17.6,26.7,9.7,0.0,11.4,,0,0,2.0,,,,,
2017-05-08,18.0,29.0,7.3,0.0,10.1,,0,0,1.4,,,,,
2017-05-09,15.7,22.8,11.5,5.0,0.0,,0,0,1.7,,,,,
2017-05-10,17.5,21.9,13.3,1.5,1.8,,0,0,2.4,,,,,
2017-05-11,18.4,25.3,13.2,0.5,6.5,,0,0,1.6,,,,,
2017-05-12,19.9,26.9,13.8,0.0,3.0,,0,0,1.6,,,,,
2017-05-13,16.7,19.5,14.3,6.0,0.0,,0,0,1.5,,,,,
2017-05-14,19.2,27.8,14.4,0.0,8.7,,0,0,2.1,,,,,
2017-05-15,16.9,23.5,11.6,0.0,2.7,,0,0,1.6,,,,,
2017-05-16,15.4,22.6,9.2,0.0,5.7,,0,0,1.0,,,,,
2017-05-17,15.2,20.6,10.9,0.0,2.4,,0,0,1.7,,,,,
2017-05-18,16.1,25.6,8.7,0.0,11.9,,0,0,1.7,,,,,
2017-05-19,19.0,30.7,8.4,0.0,12.9,,0,0,1.1,,,,,
2017-05-20,21.1,32.4,11.6,0.0,12.9,,0,0,1.4,,,,,
2017-05-21,21.5,32.0,13.8,0.0,10.7,,0,0,1.1,,,,,
2017-05-22,21.0,31.5,13.8,0.0,12.3,,0,0,1.4,,,,,
2017-05-23,20.4,29.4,13.0,0.0,10.8,,0,0,2.0,,,,,
2017-05-24,18.8,23.0,15.9,4.5,0.0,,0,0,0.9,,,,,
2017-05-25,20.7,26.5,17.3,6.5,4.5,,0,0,1.8,,,,,
2017-05-26,17.5,24.8,11.5,0.0,5.3,,0,0,2.0,,,,,
2017-05-27,14.5,19.7,9.0,0.5,4.9,,0,0,1.5,,,,,
2017-05-28,17.3,25.4,9.9,0.0,10.7,,0,0,1.5,,,,,
2017-05-29,21.8,31.3,12.8,0.0,12.7,,0,0,1.3,,,,,
2017-05-30,23.2,33.6,15.1,0.0,9.3,,0,0,1.2,,,,,
2017-05-31,22.8,29.8,18.0,4.0,3.9,,0,0,1.7,,,,,
