calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
2016-12-16,0.4,5.9,-4.4,0.0,5.3,,,,3.0,,,,,
2016-12-17,3.3,6.6,-1.6,0.0,7.1,,,,3.3,,,,,
2016-12-18,9.5,13.4,4.6,0.0,6.0,,,,4.1,,,,,
2016-12-19,9.4,13.6,1.8,0.0,2.8,,,,2.8,,,,,
2016-12-20,8.1,15.5,1.5,0.0,4.8,,,,1.6,,,,,
2016-12-21,6.1,15.9,-0.3,0.0,5.7,,,,1.1,,,,,
2016-12-22,9.7,19.2,-1.5,0.5,0.1,,,,2.1,,,,,
2016-12-23,11.3,17.4,5.9,0.5,7.9,,,,7.0,,,,,
2016-12-24,3.5,8.4,-4.2,0.0,7.7,,,,3.1,,,,,
2016-12-25,1.4,8.5,-5.1,0.0,3.9,,,,1.8,,,,,
2016-12-26,1.3,7.5,-5.2,0.0,1.3,,,,0.7,,,,,
2016-12-27,4.9,8.1,1.2,1.0,0.0,,,,1.6,,,,,
2016-12-28,0.8,4.5,-4.3,0.5,0.6,,,,1.4,,,,,
2016-12-29,1.9,11.0,-5.6,0.0,5.0,,,,2.3,,,,,
2016-12-30,3.1,6.3,1.1,0.0,7.1,,,,5.3,,,,,
2016-12-31,3.7,8.6,-2.5,0.0,1.5,,,,2.3,,,,,
2017-01-01,4.3,10.2,-2.7,0.0,4.9,,,,2.4,,,,,
2017-01-02,6.4,12.5,0.6,0.0,1.1,,,,1.9,,,,,
2017-01-03,6.6,10.7,2.9,0.0,6.7,,,,3.5,,,,,
2017-01-04,3.6,6.3,0.2,2.5,0.3,,,,1.6,,,,,
2017-01-05,1.9,6.0,-3.1,1.0,3.0,,,,2.3,,,,,
2017-01-06,-0.4,5.9,-5.3,0.0,6.0,,,,1.4,,,,,
2017-01-07,2.6,9.4,-6.4,0.0,6.9,,,,2.8,,,,,
2017-01-08,3.9,6.8,-2.7,2.0,3.2,,,,1.8,,,,,
2017-01-09,4.7,8.4,1.8,9.0,0.8,,,,2.3,,,,,
2017-01-10,5.5,10.4,0.0,0.0,7.9,,,,3.6,,,,,
2017-01-11,0.7,4.5,-2.9,0.5,7.3,,,,1.8,,,,,
2017-01-12,-0.2,3.4,-3.5,0.5,3.3,,,,1.5,,,,,
2017-01-13,-0.4,2.3,-3.4,1.0,1.6,,,,0.9,,,,,
2017-01-14,-2.4,0.0,-4.3,0.0,0.1,,,,2.0,,,,,
2017-01-15,-2.4,-0.2,-6.6,1.0,3.7,,,,2.9,,,,,
2017-01-16,0.1,4.1,-4.8,1.0,6.4,,,,2.9,,,,,
2017-01-17,-0.4,5.4,-6.8,0.0,4.4,,,,1.6,,,,,
2017-01-18,0.7,7.2,-4.2,0.0,6.6,,,,1.5,,,,,
2017-01-19,3.8,7.1,-1.1,0.0,7.7,,,,4.3,,,,,
2017-01-20,-0.2,3.5,-5.3,16.5,2.3,,,,1.3,,,,,
2017-01-21,1.7,5.8,-2.6,1.5,5.6,,,,1.8,,,,,
2017-01-22,1.3,8.6,-5.3,0.5,7.7,,,,1.6,,,,,
2017-01-23,-0.8,1.4,-7.6,3.0,2.2,,,,2.4,,,,,
2017-01-24,-4.4,-0.4,-13.0,4.0,0.3,,,,1.8,,,,,
2017-01-25,-2.4,4.4,-15.6,0.0,8.5,,,,3.1,,,,,
2017-01-26,3.2,7.5,-2.3,0.0,9.0,,,,3.4,,,,,
2017-01-27,4.1,11.4,-3.8,0.0,3.1,,,,3.6,,,,,
2017-01-28,3.7,7.1,-1.1,0.0,4.8,,,,5.1,,,,,
2017-01-29,2.0,7.8,-4.7,0.0,4.8,,,,1.3,,,,,
2017-01-30,4.9,12.4,0.8,0.0,6.8,,,,3.1,,,,,
2017-01-31,2.0,5.5,-1.4,0.0,9.2,,,,3.8,,,,,
2017-02-01,3.9,10.6,-1.8,1.5,6.9,,,,3.3,,,,,
2017-02-02,-0.7,2.7,-7.1,2.5,6.6,,,,6.0,,,,,
2017-02-03,2.4,5.9,-6.4,0.0,8.9,,,,4.8,,,,,
2017-02-04,6.1,9.3,2.2,0.0,6.5,,,,4.5,,,,,
2017-02-05,3.7,8.3,-1.3,0.5,0.3,,,,1.0,,,,,
2017-02-06,5.7,10.7,2.5,1.5,6.4,,,,4.7,,,,,
2017-02-07,1.8,4.5,-2.0,0.0,5.2,,,,4.9,,,,,
2017-02-08,2.0,7.1,-3.1,0.0,4.5,,,,2.7,,,,,
2017-02-09,0.8,2.4,-0.6,3.5,0.0,,,,1.1,,,,,
2017-02-10,2.2,5.3,0.2,1.5,3.2,,,,3.7,,,,,
2017-02-11,1.8,6.0,-4.2,0.0,9.3,,,,5.0,,,,,
2017-02-12,3.8,7.9,-0.2,0.0,7.7,,,,5.3,,,,,
2017-02-13,4.0,8.1,0.0,0.0,10.0,,,,5.7,,,,,
2017-02-14,4.1,9.3,0.8,0.0,6.5,,,,4.3,,,,,
2017-02-15,3.1,7.6,-4.9,0.0,6.4,,,,4.1,,,,,
2017-02-16,5.7,13.7,-2.5,0.0,9.9,,,,2.4,,,,,
2017-02-17,8.4,17.5,-1.6,0.0,5.7,,,,4.8,,,,,
2017-02-18,3.1,7.1,0.1,0.0,6.3,,,,6.0,,,,,
2017-02-19,1.3,5.6,-3.6,0.0,7.4,,,,4.7,,,,,
2017-02-20,2.5,8.1,-5.7,1.5,0.2,,,,2.8,,,,,
2017-02-21,1.6,3.7,-0.4,0.0,4.5,,,,4.3,,,,,
2017-02-22,2.0,7.7,-6.0,0.0,3.9,,,,1.8,,,,,
2017-02-23,5.6,14.7,1.0,3.5,3.3,,,,3.5,,,,,
2017-02-24,2.9,5.4,-1.4,0.0,9.2,,,,7.1,,,,,
2017-02-25,2.6,10.0,-4.8,0.0,9.9,,,,2.7,,,,,
2017-02-26,3.8,10.1,-4.3,0.0,6.6,,,,3.4,,,,,
2017-02-27,3.1,8.1,-3.8,0.0,8.9,,,,2.7,,,,,
2017-02-28,-0.5,6.9,-8.6,0.0,9.6,,,,1.4,,,,,
2017-03-01,1.4,8.9,-7.0,0.0,8.5,,,,1.6,,,,,
2017-03-02,3.6,8.5,-2.8,1.0,0.1,,,,1.1,,,,,
2017-03-03,6.3,11.0,0.2,0.0,8.9,,,,4.7,,,,,
2017-03-04,6.7,13.7,-2.4,0.0,7.8,,,,3.9,,,,,
2017-03-05,4.6,13.7,-3.5,0.0,5.6,,,,2.2,,,,,
2017-03-06,5.6,12.9,-3.7,0.0,1.0,,,,2.0,,,,,
2017-03-07,3.4,7.6,-0.3,0.0,7.2,,,,5.2,,,,,
2017-03-08,1.7,6.4,-2.2,0.0,6.2,,,,3.8,,,,,
2017-03-09,3.9,9.6,-5.1,0.0,6.0,,,,2.9,,,,,
2017-03-10,3.6,8.8,-3.2,0.0,8.0,,,,3.5,,,,,
2017-03-11,2.9,9.6,-4.5,0.0,6.9,,,,2.4,,,,,
2017-03-12,2.5,10.4,-3.6,0.0,5.9,,,,1.6,,,,,
2017-03-13,4.1,9.9,-4.7,0.0,0.3,,,,1.8,,,,,
2017-03-14,4.3,7.2,0.9,22.5,0.0,,,,1.3,,,,,
2017-03-15,1.5,4.9,-0.8,15.0,0.0,,,,1.3,,,,,
2017-03-16,4.0,9.5,-2.3,0.0,8.5,,,,3.3,,,,,
2017-03-17,5.5,10.6,0.4,0.0,9.4,,,,3.4,,,,,
2017-03-18,6.8,12.8,-1.2,0.0,7.5,,,,3.4,,,,,
2017-03-19,8.2,13.8,3.6,0.0,8.1,,,,3.8,,,,,
2017-03-20,8.2,14.6,0.4,0.0,11.1,,,,3.2,,,,,
2017-03-21,4.9,7.3,0.0,9.0,0.0,,,,0.6,,,,,
2017-03-22,7.0,11.5,4.0,0.0,8.0,,,,4.3,,,,,
2017-03-23,5.3,11.2,-1.0,0.0,9.4,,,,4.0,,,,,
2017-03-24,4.2,8.7,0.1,0.0,5.8,,,,3.3,,,,,
2017-03-25,4.1,10.7,-3.0,0.0,6.9,,,,1.8,,,,,
2017-03-26,5.0,10.3,-0.6,1.0,3.6,,,,2.0,,,,,
2017-03-27,1.4,4.4,0.2,26.5,0.0,,,,,,,,,
2017-03-28,4.6,10.3,-1.6,1.5,7.6,,,,2.4,,,,,
2017-03-29,6.0,11.9,0.6,0.0,10.1,,,,3.1,,,,,
2017-03-30,9.5,17.5,0.5,0.0,8.6,,,,3.4,,,,,
2017-03-31,6.9,9.8,4.0,0.0,0.0,,,,3.8,,,,,
2017-04-01,3.5,6.2,0.8,8.5,0.1,,,,1.0,,,,,
2017-04-02,5.0,10.8,-0.2,0.0,3.7,,,,1.7,,,,,
2017-04-03,5.2,13.5,-2.7,0.0,7.4,,,,1.8,,,,,
2017-04-04,7.3,15.1,-0.3,0.0,7.1,,,,1.6,,,,,
2017-04-05,9.2,19.0,-2.7,0.0,11.7,,,,1.3,,,,,
2017-04-06,14.9,23.2,4.6,0.0,7.2,,,,3.2,,,,,
2017-04-07,16.9,23.3,8.2,0.0,4.1,,,,4.0,,,,,
2017-04-08,11.9,16.0,9.7,0.0,1.2,,,,1.5,,,,,
2017-04-09,9.3,14.2,3.1,0.5,0.3,,,,1.8,,,,,
2017-04-10,7.3,16.1,-1.5,0.0,10.5,,,,2.3,,,,,
2017-04-11,7.2,14.6,-2.0,32.0,0.6,,,,2.5,,,,,
2017-04-12,10.5,14.6,5.2,1.0,6.1,,,,6.2,,,,,
2017-04-13,7.1,12.1,1.1,0.0,8.9,,,,4.5,,,,,
2017-04-14,12.3,21.7,0.1,0.0,11.7,,,,3.0,,,,,
2017-04-15,14.1,21.2,5.5,0.0,5.5,,,,3.0,,,,,
2017-04-16,18.2,26.1,6.2,0.0,9.5,,,,4.8,,,,,
2017-04-17,14.0,18.4,9.5,13.5,1.3,,,,3.9,,,,,
2017-04-18,13.9,21.1,9.7,21.0,4.4,,,,3.9,,,,,
2017-04-19,12.1,18.8,6.4,0.0,8.0,,,,6.0,,,,,
2017-04-20,11.5,15.9,8.2,0.0,7.5,,,,5.0,,,,,
2017-04-21,11.2,17.1,7.3,0.0,2.1,,,,1.4,,,,,
2017-04-22,10.8,17.5,3.2,0.0,9.6,,,,3.0,,,,,
2017-04-23,8.6,16.4,1.0,0.0,8.3,,,,1.9,,,,,
2017-04-24,8.9,15.8,1.2,0.0,10.1,,,,2.5,,,,,
2017-04-25,14.3,24.5,1.9,0.0,10.4,,,,2.7,,,,,
2017-04-26,15.6,21.2,12.7,0.5,1.7,,,,3.1,,,,,
2017-04-27,13.2,18.0,7.7,0.0,5.7,,,,3.2,,,,,
2017-04-28,10.6,19.3,1.5,0.0,10.2,,,,3.1,,,,,
2017-04-29,11.7,22.6,0.6,0.0,7.4,,,,1.9,,,,,
2017-04-30,15.8,26.7,2.9,0.0,12.4,,,,2.2,,,,,
2017-05-01,16.3,19.4,7.3,0.0,0.6,,,,3.1,,,,,
2017-05-02,13.8,21.5,4.3,0.0,13.2,,,,3.8,,,,,
2017-05-03,13.5,23.1,1.2,0.0,12.9,,,,1.5,,,,,
2017-05-04,15.0,23.4,6.0,0.0,6.5,,,,1.5,,,,,
2017-05-05,17.8,25.8,7.9,0.0,10.6,,,,2.0,,,,,
2017-05-06,17.7,22.6,11.1,0.0,0.3,,,,1.7,,,,,
2017-05-07,17.7,24.3,7.2,0.0,10.3,,,,3.4,,,,,
2017-05-08,16.9,26.0,4.7,0.0,12.7,,,,4.9,,,,,
2017-05-09,13.6,19.3,5.9,0.0,8.1,,,,2.2,,,,,
2017-05-10,14.7,18.0,10.9,0.0,0.0,,,,0.7,,,,,
2017-05-11,17.3,21.8,13.9,1.5,5.1,,,,3.7,,,,,
2017-05-12,17.0,24.1,12.7,0.0,10.9,,,,3.2,,,,,
2017-05-13,13.8,15.8,12.3,44.0,0.0,,,,2.9,,,,,
2017-05-14,13.0,14.5,11.8,25.5,0.0,,,,2.0,,,,,
2017-05-15,13.5,16.4,11.9,11.5,0.0,,,,1.2,,,,,
2017-05-16,16.3,21.0,10.8,0.0,11.2,,,,2.9,,,,,
2017-05-17,14.9,19.2,9.5,0.0,11.1,,,,1.9,,,,,
2017-05-18,16.4,23.3,9.5,0.0,9.0,,,,1.6,,,,,
2017-05-19,18.0,25.2,10.9,0.0,11.7,,,,1.7,,,,,
2017-05-20,20.6,29.4,9.6,0.0,13.2,,,,1.7,,,,,
2017-05-21,21.0,29.8,12.1,0.0,13.1,,,,1.6,,,,,
2017-05-22,22.2,30.1,14.3,0.0,11.4,,,,1.8,,,,,
2017-05-23,19.9,24.0,17.1,0.0,8.6,,,,1.8,,,,,
2017-05-24,19.4,25.0,16.4,1.0,0.2,,,,1.3,,,,,
2017-05-25,16.3,17.6,15.6,27.0,0.0,,,,1.1,,,,,
2017-05-26,16.2,18.0,14.4,1.5,0.0,,,,1.6,,,,,
2017-05-27,17.0,21.0,14.2,6.0,0.3,,,,1.4,,,,,
2017-05-28,18.3,23.5,12.4,0.0,9.2,,,,3.4,,,,,
2017-05-29,19.4,27.6,8.8,0.0,13.0,,,,1.9,,,,,
2017-05-30,23.9,30.7,17.0,0.0,11.2,,,,2.3,,,,,
2017-05-31,23.0,30.6,17.8,0.0,5.3,,,,1.9,,,,,
